tweet, location,sentiment,entities
"@iameneji PDP is actually saying ""forget all our stealing, it is not a big deal. Vote for us again""",Pacific Time (US & Canada),-0.20000000298023224,['@iameneji PDP']
Why is it that the PDP are always pained when u call them by their real name “thieves” https://t.co/OonqRaBFl4,Hawaii,-0.800000011920929,['thieves']
"PDP is touring IPOB path, Writes United Nations https://t.co/UZ4vS5LCo2 https://t.co/xg8iKhAH3s",Not Available,0.20000000298023224,[]
PDP Youths Endorse Bafarawa for Presidency https://t.co/oSqhkmlR5w,Not Available,0.0,[]
"Mohammed Aminu in Birnin Kebbi Peoples Democratic Party (PDP) youths in the North-west yesterday called on former Sokoto State Governor, Alhaji Attahiru Bafarawa, to contest for the presidential election in... https://t.co/SyadpjCuR7",London,0.0,"['Mohammed Aminu', 'Birnin Kebbi', 'Alhaji Attahiru Bafarawa', 'youths', 'North-west', 'Sokoto State', 'election']"
"APC's right leg is CPC, left leg is ACN, right hand is ANPP, left hand is a faction of PDP, and right at the head we don't know how many chromosomes are there. ~Tunde Bakare. #Roadmap2019",Not Available,0.0,['Tunde Bakare']
"APC's right leg is CPC, left leg is ACN, right hand is ANPP, left hand is a faction of PDP, and right at the head we don't know how many chromosomes are there. ~Tunde Bakare. #Roadmap2019",Not Available,0.0,['Tunde Bakare']
@KauaCorsii Pdp kkkk vc deita,Not Available,0.6000000238418579,[]
(PDP Youths Endorse Bafarawa for Presidency) has been published on Latest Nigeria News - https://t.co/YGruYrka3O https://t.co/K3ATC8rMaV,Not Available,0.0,[]
"Mirwaiz said that every claim of the ruling dispensation especially the PDP has fallen flat. There is only one policy visible on the ground and that is “shoot to kill. #Kashmir 
https://t.co/bangeiDhkh",Islamabad,-0.30000001192092896,"['Mirwaiz', 'ground']"
"The issuance of Memorandum Circular No.1, series of 2018 will help the gov't achieve its medium-term socioeconomic targets &amp; effectively implement the Philippine Development Plan (PDP) 2017-2022, the NEDA said.

https://t.co/qbPmIBXITa",Taipei,0.20000000298023224,[]
Ekiti: Don’t attempt to disrupt our gathering PDP vice-chair warns APC===has been published on Vanguard News - https://t.co/vUBgStCb3K https://t.co/FLgIu6d8hN,West Central Africa,-0.6000000238418579,"['Ekiti', 'vice-chair', 'gathering']"
@Fallzera Pdp,Brasilia,0.0,[]
"A formation of hate, bitterness, envy and anger, united only in the goal of bringing down one man and his party platform;

A goal which once achieved, nothing more was left than to turn the hate inwards while some insist on keeping it focused on GEJ/PDP.

While Nigeria suffers... https://t.co/Us3qQFMRnE",Not Available,-0.30000001192092896,"['formation', 'man', 'Nigeria', 'some']"
@Masoq_Mauricioo Ahh pdp,Not Available,0.10000000149011612,[]
@Prof_HariOm @narendramodi @rajnathsingh @AmitShah BJP will be biggest loser joining JK Mehbooba Govt.PDP furthering own agenda at BJP cost.Still time to withdraw support for face saving,Not Available,-0.6000000238418579,"['@narendramodi', '@Prof_HariOm', 'loser', '@AmitShah BJP']"
"@MarceloVaz013 kkkkkkkkkkk é o papo, pdp",Not Available,0.0,['kkkkkkkkkkk']
"For the “new” PDP leadership on the other hand, incapable of thinking big about the nation, they see and treat the unfortunate spate of killing of innocent Nigerians as political gift, about which they seem very happy to cite as the basis for a return to power.",West Central Africa,-0.6000000238418579,"['nation', 'killing', 'Nigerians', 'return']"
Zika pdp,Not Available,0.0,[]
"#StopBiafraOppressions 
#StopBiafraKillings
#WhereIsNnamdiKanu
#SupportBiafraReferendum
#FreeBiafra
#BiafraExit
#Biafra
#IPOB
#BiafraReferendum @Amaka_Ekwo @okafo_uche @NkirukaNistoran @UdeObasi35 @realDonaldTrump 
https://t.co/RELZSNqNxC",Not Available,0.0,"['StopBiafraOppressions #StopBiafraKillings', 'WhereIsNnamdiKanu #SupportBiafraReferendum', 'FreeBiafra #BiafraExit', 'BiafraReferendum @Amaka_Ekwo @okafo_uche']"
Ekiti: Don’t attempt to disrupt our gathering PDP vice-chair warns APC https://t.co/HW4v2pubPe https://t.co/d1HUN5QKex,Pacific Time (US & Canada),-0.5,"['Ekiti', 'gathering', 'vice-chair']"
2019: PDP youths endorse Bafarawa for President https://t.co/5pVvqiHkGx https://t.co/hjv6CnnPQB,Amsterdam,0.0,"['youths', 'Bafarawa', 'President']"
"APC's right leg is CPC, left leg is ACN, right hand is ANPP, left hand is a faction of PDP, and right at the head we don't know how many chromosomes are there. ~Tunde Bakare. #Roadmap2019",Not Available,0.0,['Tunde Bakare']
"Buhari has had it easy. Majority of the media in Nigeria has either been bought over or suppressed by the state. The PDP does not ‘talk dirty.’

Those holding Buhari to account are normal citizens, including those who supported him in 2015, but are now fed up of his incompetence.",West Central Africa,-0.20000000298023224,"['Buhari', 'state', 'Nigeria', 'citizens']"
"APC's right leg is CPC, left leg is ACN, right hand is ANPP, left hand is a faction of PDP, and right at the head we don't know how many chromosomes are there. ~Tunde Bakare. #Roadmap2019",West Central Africa,0.0,['Tunde Bakare']
"@DailyPostNGR secondus let melaye, Shehu Sani n others defect 1st.... Still concentrate on effective PDP members wit u.",Not Available,0.20000000298023224,"['secondus', 'others', 'melaye', 'Shehu Sani', 'members']"
"Now that @ProfOsinbajo just replied PDP and gave names of those who benefited from  $3b NNPC SAC . D names are Diezani, kola Aluko and Jide Omokore. This project was approved by Who and who. U can answer d question pls. Hope PDP will now ask Diezani and co to do d needful",Not Available,0.0,"['@ProfOsinbajo', 'Diezani', 'Aluko', 'Jide Omokore', 'Hope PDP']"
"FULL VIDEO: WHAT SARAKI, DOGARA TOLD BUHARI ABOUT DINO MELAYE AND IGP https://t.co/Jx6WkSD6Jl",Pacific Time (US & Canada),-0.20000000298023224,"['DOGARA', 'BUHARI', 'DINO MELAYE']"
"Ekiti 2018: Fayose, Adeyeye test popularity in today’s crucial PDP primaries https://t.co/KJdHjbaAfb",Not Available,0.0,"['Fayose', 'primaries', 'Adeyeye']"
Ekiti guber: PDP holds primaries Tuesday https://t.co/YcLo3V8tBw https://t.co/Zl7zhRq68P,Pacific Time (US & Canada),0.0,"['guber', 'Ekiti', 'primaries']"
"@LarryFash47 @MBuhari Election is near and you are still calling PDP .
Buhari promised to fix it that's why folks like you voted him",Not Available,0.0,"['Buhari', 'folks']"
Good vibration (en vivo)- PdP -Llama - YouTube https://t.co/4zoRlUNqPi,Bogota,0.800000011920929,[]
"BREAKING: Bloody 2019 Ahead, As APC Massively Humiliates PDP After The South-West Rally, Carries Out The... https://t.co/x8gL2Q0ftE",Pacific Time (US & Canada),-0.5,"['Bloody 2019 Ahead', 'The South-West Rally']"
"Investigators showed that this money was released for the PDP Presidential Primaries.

Lamido Sanusi, then CBN Governor was sacked for speaking up about the over $20billion missing from oil proceeds.",Not Available,-0.10000000149011612,"['Investigators', 'Primaries', 'Governor', 'Lamido Sanusi']"
"PDP primaries in Ekiti holding today - wishing aspirants and delegates a peaceful one.

Politics is an engagement of individual aspirations and therefore an engagement of conflicts.

Managing conflict without resorting to violence will show the difference as #PDPEkitiDecides.",Not Available,0.30000001192092896,"['primaries', 'Ekiti', 'delegates', 'conflict']"
"Ekiti 2018: Fayose, Adeyeye test popularity in today’s crucial PDP primaries https://t.co/L4X5sAHwgm",West Central Africa,0.0,"['Fayose', 'primaries', 'Adeyeye']"
"APC's right leg is CPC, left leg is ACN, right hand is ANPP, left hand is a faction of PDP, and right at the head we don't know how many chromosomes are there. ~Tunde Bakare. #Roadmap2019",Africa/Lagos,0.0,['Tunde Bakare']
"The PDP is trying hard to do media attacks on the Vice President... Lol... That's our Golden ""boy""... All ur E-attacks have failed in advance 😁",Not Available,0.0,"['Vice President', 'E-attacks', 'boy']"
"5,558 APC members defect to PDP in Kaduna https://t.co/te8xBvGfQy https://t.co/QExQjilY6K",Not Available,-0.5,[]
"Now see: Just Zoom the picture and see by yourself...

APC factory of lies and disappointments. Gov Mal Isa Yuguda Fertilizers supplied when he was Bauchi state governor under PDP and unfortunately today Apc repainted it to take credit.

All Promise cancelled! https://t.co/Gsk7HdGzoY",Not Available,-0.30000001192092896,"['state governor', 'factory', 'Mal Isa Yuguda Fertilizers', 'Bauchi']"
Fayose Joins local drummers at PDP rallies  https://t.co/lvBrWu11BV,London,0.20000000298023224,['drummers']
Rivers PDP chair lauds Wike’s plan to renovate state secretariat===has been published on Vanguard News - https://t.co/ez9rTVWE4R https://t.co/Ru3DZNOl6F,Not Available,0.0,"['chair', 'state secretariat', 'Wike']"
"PDP condemns violence in APC ward congresses 
The Peoples Democratic Party (PDP) has condemned reported cases of violence and bloodletting which characterized... https://t.co/gWmR9VZGT7 https://t.co/hQ88BbHyNp",West Central Africa,-0.10000000149011612,['bloodletting']
"APC's right leg is CPC, left leg is ACN, right hand is ANPP, left hand is a faction of PDP, and right at the head we don't know how many chromosomes are there. ~Tunde Bakare. #Roadmap2019",Not Available,0.0,['Tunde Bakare']
"APC's right leg is CPC, left leg is ACN, right hand is ANPP, left hand is a faction of PDP, and right at the head we don't know how many chromosomes are there. ~Tunde Bakare. #Roadmap2019",Not Available,0.0,['Tunde Bakare']
@ShahnawazBJP Its smthng u should ask ur own govt n party as ur in coalition thr..y ur telling ths 2 us sir..we know ths bt ur frnd PDP released so many 1st time offenders..ask @narendramodi n @PMOIndia abt thr plans 4 Kashmir n article 370 whch @BJP4India promised 2 act bt did nothing,Asia/Kolkata,-0.30000001192092896,"['ur', '@ShahnawazBJP', 'offenders', '@BJP4India', 'Kashmir', '@narendramodi n']"
"Thousands dump El-Rufai, APC for PDP in Kaduna https://t.co/iNXVeEMcn0 https://t.co/owHRk3AZIN",Not Available,-0.6000000238418579,['Thousands']
"@Proton_Jon @MaCrewGaming @DirectRelief_G so, how would you respond to receiving https://t.co/8nhHAxm0tr in your mail box? its about as close as I can find in stock. https://t.co/VVQyTjnK6S is out of stock and does not completely match the design of the lamp's flange and base.",Not Available,-0.10000000149011612,['@Proton_Jon @MaCrewGaming @DirectRelief_G']
In the news: Our Executive Director spoke at the #msmeclinicsng in AKure about the Government Enterprise and Empowerment Programme  https://t.co/BgeH2Pt3tx,Not Available,0.10000000149011612,"['Executive Director', '#msmeclinicsng', 'AKure']"
"@iameneji In political climes where shame is a virtue, no one will want to associate with PDP or it's ill fated governance, but here it's a potpourri of digging deeper into murky waters. Sad as it may be.",London,-0.5,"['@iameneji', 'no one']"
"@UcheSecondus @OfficialAPCNg Very rich coming from the chairman of a party that looted the country into Coma? 16 years of PDP  failures and impunity, ledt with no roads, no Power, left no functioning hospitals not to talk of water, destroyed everything and set the country backward, never again PDP thieves.",Amsterdam,-0.699999988079071,"['@UcheSecondus @OfficialAPCNg', 'chairman', 'country', 'roads', 'country', 'thieves', 'hospitals']"
"@segilolaa @GarShehu @OfficialPDPNig @UcheSecondus @MBuhari As APC is fighting the thieves in PDP, Buhari govt is ignoring the thieves in APC that are close to him. We can't go far this way",Casablanca,-0.4000000059604645,"['@segilolaa', 'thieves', 'thieves', 'govt', 'Buhari']"
"APC's right leg is CPC, left leg is ACN, right hand is ANPP, left hand is a faction of PDP, and right at the head we don't know how many chromosomes are there. ~Tunde Bakare. #Roadmap2019",London,0.0,['Tunde Bakare']
@Prof_HariOm @rashtrapatibhvn @narendramodi We can't afford to have this PDP coalition government in J &amp; K anymore. Can't J &amp; K be divided as Jammu+ Ladakh+Leh as one part while Kashmir as another. BJP / Cong whoever wins may rule Jammu while Pro Hurriyat may rule Kashmir. Let army then handle the Kashmir in it's own way.,Not Available,0.0,"['Kashmir', '@narendramodi', '@rashtrapatibhvn', 'Cong', 'Pro Hurriyat', 'Jammu']"
"APC's right leg is CPC, left leg is ACN, right hand is ANPP, left hand is a faction of PDP, and right at the head we don't know how many chromosomes are there. ~Tunde Bakare. #Roadmap2019",London,0.0,['Tunde Bakare']
"I don’t understand how a party can have 33 aspirants for one slot - it’s a sign of discord and lack of internal cohesiveness.

#PDPEkitiDecides will be another confirmation that the only true organic political party in Nigeria is the PDP.

I’m 100% confident to say it from now.",Not Available,0.10000000149011612,['Nigeria']
"People are saying get your PVC, get your PVC, when you are left with Atiku (PDP) and Buhari (APC) as your option. You better get a visa instead!!",Not Available,-0.10000000149011612,"['People', 'Atiku', 'Buhari']"
"She is a very good woman &amp; was the only female aspirant up against @MBuhari in 2015. 

Sadly, like @MBuhari she hasn’t publicly declared her assets. Her name is @OluremiSonaiya Her party, @KOWA is also as opaque about its finances as the old guards – APC/PDP Here’s her ScoreCard: https://t.co/jzsMRNKOaQ",Not Available,0.20000000298023224,"['woman', '@MBuhari', '@OluremiSonaiya', '@MBuhari', 'guards']"
"These are #PDPEkitiDecides delegates from all wards and LGAs in a unification dance last night before the engagements of aspirations and conflicts today and by God’s Grace, another unification dance later tonight which I shall be attending.

PDP is not their mate pls. https://t.co/dKk74oTpQl",London,0.0,['delegates']
"Secondus Slams Buhari Over Harassment Of Melaye https://t.co/k5oQykWSnY

The National Chairman of the Peoples Democratic Party (PDP), Prince Uche Secondus has asked President Muhammadu Buhari to check the growing incidence of human rights abuses and har… https://t.co/11WSz5mUkX https://t.co/8IUMIDcGLV",Not Available,-0.6000000238418579,"['Uche Secondus', 'Secondus Slams Buhari Over Harassment', 'Muhammadu Buhari']"
"@MBuhari If PDP get d Health sector right for 16 years of governance, Buhari won't need Traveling Abroad for Medical treatment.",Not Available,0.0,"['@MBuhari', 'Buhari']"
"The way PDP are complaining and wailing ehn you will think during their reign Nigeria was a sane country, no looting, no killings everything was okay and we were living fine. E dey pain me.",Not Available,-0.4000000059604645,"['Nigeria', 'reign', 'E']"
"Fayose Joins Local Drummers At PDP Rally In Osogbo (Photos, Video) https://t.co/ncwQFDYJ2q",Not Available,0.30000001192092896,[]
PDP delegates for Prof Kolapo Olusola Eleka https://t.co/4gOKOtYtg0,Not Available,0.0,"['delegates', 'Kolapo Olusola Eleka https://t.co/4gOKOtYtg0']"
"@MBuhari If PDP get d Health sector right for 16 years of governance, Buhari won't need Traveling Abroad for Medical treatment.",Not Available,0.0,"['@MBuhari', 'Buhari']"
@RemmyIfeoma @MBuhari U've forgotten how PDP President regularly Commissioned ordinary Street Transformers with Drums &amp; dance for 16 years.,Not Available,0.6000000238418579,"['President', 'Street Transformers']"
"@FIsidahomhen @AishaYesufu @MKabrik @FatimaAbbakaka @VisionaryRonica Am not bitter with anyone, can't put that cap on me. I am only concerned with my country where my children are, her children school and live abroad.
1. She was never able to answer genuine questions about their protests
2. She is a serial liar
3. She works with Oby, a PDP mogul",Not Available,-0.20000000298023224,"['anyone', 'country', 'children', 'protests', 'Oby']"
"APC's right leg is CPC, left leg is ACN, right hand is ANPP, left hand is a faction of PDP, and right at the head we don't know how many chromosomes are there. ~Tunde Bakare. #Roadmap2019",Africa/Lagos,0.0,['Tunde Bakare']
Why has @BJP4India NOT severed ties with PDP is still a mystery to me. https://t.co/a2Lt69a6Pi,Kolkata,-0.10000000149011612,['@BJP4India']
"Why the fu... do these tourists go to get killed in this land of peaceful and believers?
And a shameless @BJP4India runs the regime with PDP.
STOP TOURISM KASHMIR!
@XPoseMushRSS 
@mkandharii 
@vikramaditya_JK 
@AsYouNotWish 
@Prof_HariOm 
@KhajuriaManu
@madhukishwar 
@vijayvaani https://t.co/ZySIEAnAUp",Pacific Time (US & Canada),-0.20000000298023224,"['tourists', 'land', 'believers', 'STOP', '@AsYouNotWish', '@madhukishwar', '@mkandharii', '@XPoseMushRSS']"
"@TheNationNews @ProfOsinbajo You have to understand a lot of e-warriors are being paid by PDP they are just earning their brief. How else can you try and justify criminals looting the treasury. Money thats meant for every Nigerian, schools, hospitals, roads, for our military. It's unfortunate, it truly is.",Not Available,-0.20000000298023224,"['@TheNationNews @ProfOsinbajo', 'criminals', 'roads', 'hospitals', 'Nigerian']"
"APC's right leg is CPC, left leg is ACN, right hand is ANPP, left hand is a faction of PDP, and right at the head we don't know how many chromosomes are there. ~Tunde Bakare. #Roadmap2019",Not Available,0.0,['Tunde Bakare']
"Now see: Just Zoom the picture and see by yourself...

APC factory of lies and disappointments. Gov Mal Isa Yuguda Fertilizers supplied when he was Bauchi state governor under PDP and unfortunately today Apc repainted it to take credit.

All Promise cancelled! https://t.co/Gsk7HdGzoY",Hawaii,-0.30000001192092896,"['state governor', 'factory', 'Mal Isa Yuguda Fertilizers', 'Bauchi']"
Three reasons #Buhari may win in 2019 https://t.co/9Cq9NqWnwC by Yusuf Mohammed #APC #PDP,Amsterdam,0.0,"['Buhari', 'Yusuf Mohammed #APC']"
"These are #PDPEkitiDecides delegates from all wards and LGAs in a unification dance last night before the engagements of aspirations and conflicts today and by God’s Grace, another unification dance later tonight which I shall be attending.

PDP is not their mate pls. https://t.co/dKk74oTpQl",Not Available,0.0,['delegates']
Out for Eleka  #continuity Ekiti PDP,Amsterdam,-0.10000000149011612,[]
